<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.09	05:45:00	3006.40	3008.92	3003.34	3004.23	2375	0	7
2025.04.09	06:00:00	3004.22	3009.02	2999.50	3006.49	2749	0	7
2025.04.09	06:15:00	3006.47	3011.91	3005.98	3008.39	2287	0	8
2025.04.09	06:30:00	3008.25	3011.76	3007.37	3010.09	2141	0	7
2025.04.09	06:45:00	3010.09	3013.97	3008.30	3012.17	2320	0	6
2025.04.09	07:00:00	3012.18	3018.24	3005.31	3015.65	2734	0	6
2025.04.09	07:15:00	3015.77	3020.34	3013.54	3017.26	2940	0	7
2025.04.09	07:30:00	3017.28	3018.39	3012.07	3015.68	3436	0	6
2025.04.09	07:45:00	3015.67	3018.16	3014.16	3015.11	2311	0	7
2025.04.09	08:00:00	3015.12	3025.09	3014.71	3020.24	3800	0	6
2025.04.09	08:15:00	3020.23	3033.11	3019.72	3029.12	3736	0	6
2025.04.09	08:30:00	3029.12	3035.51	3027.88	3030.44	3405	0	6
2025.04.09	08:45:00	3030.45	3040.77	3029.41	3038.70	3094	0	6
2025.04.09	09:00:00	3038.77	3052.05	3034.20	3045.18	4109	0	6
2025.04.09	09:15:00	3045.25	3046.51	3041.14	3043.24	3018	0	6
2025.04.09	09:30:00	3043.08	3048.44	3041.42	3045.97	2582	0	6
2025.04.09	09:45:00	3046.11	3047.55	3039.60	3040.97	3356	0	6
2025.04.09	10:00:00	3040.99	3047.45	3038.00	3043.98	3237	0	6
2025.04.09	10:15:00	3044.30	3051.11	3043.89	3045.52	2462	0	6
2025.04.09	10:30:00	3045.51	3046.47	3040.28	3044.80	2318	0	6
2025.04.09	10:45:00	3044.91	3046.97	3041.64	3044.09	2194	0	6
2025.04.09	11:00:00	3044.15	3046.24	3038.62	3042.40	2586	0	7
2025.04.09	11:15:00	3042.40	3048.02	3041.94	3043.82	2513	0	7
2025.04.09	11:30:00	3043.94	3049.86	3043.64	3046.98	2129	0	6
2025.04.09	11:45:00	3046.95	3047.22	3044.58	3044.95	1484	0	6
2025.04.09	12:00:00	3044.98	3047.09	3040.54	3041.04	2634	0	6
2025.04.09	12:15:00	3041.03	3042.52	3038.20	3039.25	2343	0	6
2025.04.09	12:30:00	3039.32	3044.57	3039.22	3043.09	1757	0	6
2025.04.09	12:45:00	3043.09	3045.64	3041.38	3042.80	1835	0	7
2025.04.09	13:00:00	3042.80	3045.76	3035.70	3045.48	4228	0	7
2025.04.09	13:15:00	3045.46	3064.86	3045.15	3060.17	4271	0	6
2025.04.09	13:30:00	3060.18	3067.21	3057.67	3062.77	4210	0	6
2025.04.09	13:45:00	3063.04	3068.05	3058.26	3066.72	3469	0	6
2025.04.09	14:00:00	3066.86	3072.91	3058.33	3062.80	4414	0	6
2025.04.09	14:15:00	3062.81	3067.37	3048.68	3053.80	4687	0	6
2025.04.09	14:30:00	3053.82	3055.19	3043.68	3043.93	3634	0	6
2025.04.09	14:45:00	3043.93	3051.19	3042.55	3047.40	3825	0	6
2025.04.09	15:00:00	3047.40	3060.65	3047.07	3056.87	4700	0	6
2025.04.09	15:15:00	3056.78	3061.49	3055.91	3060.42	4214	0	6
2025.04.09	15:30:00	3060.55	3077.94	3060.07	3072.79	5175	0	7
2025.04.09	15:45:00	3072.76	3076.65	3067.42	3075.08	5045	0	7
2025.04.09	16:00:00	3075.21	3078.18	3068.28	3075.07	4202	0	6
2025.04.09	16:15:00	3074.96	3084.59	3074.94	3083.25	3825	0	7
2025.04.09	16:30:00	3083.25	3084.09	3075.33	3075.94	3643	0	6
2025.04.09	16:45:00	3076.19	3079.34	3069.19	3070.43	3610	0	6
2025.04.09	17:00:00	3070.38	3075.30	3065.25	3075.01	4198	0	6
2025.04.09	17:15:00	3075.01	3087.64	3075.01	3084.45	3546	0	6
2025.04.09	17:30:00	3084.45	3087.59	3078.72	3079.00	3010	0	6
2025.04.09	17:45:00	3079.01	3086.38	3078.48	3086.21	2441	0	7
2025.04.09	18:00:00	3086.20	3090.07	3082.49	3088.69	2480	0	6
2025.04.09	18:15:00	3088.61	3090.71	3083.66	3086.07	2459	0	6
2025.04.09	18:30:00	3086.04	3090.62	3085.56	3088.04	2172	0	6
2025.04.09	18:45:00	3088.07	3094.78	3087.79	3092.14	2310	0	6
2025.04.09	19:00:00	3092.15	3095.07	3084.06	3089.11	2820	0	6
2025.04.09	19:15:00	3089.14	3099.01	3059.08	3059.79	5574	0	7
2025.04.09	19:30:00	3060.04	3070.18	3051.00	3063.76	5611	0	6
2025.04.09	19:45:00	3063.75	3075.63	3059.29	3059.53	4584	0	6
2025.04.09	20:00:00	3059.54	3068.76	3051.32	3052.19	4613	0	6
2025.04.09	20:15:00	3052.21	3067.03	3048.77	3063.74	4119	0	6
2025.04.09	20:30:00	3064.25	3073.61	3063.78	3064.14	3337	0	7
2025.04.09	20:45:00	3064.11	3069.45	3063.34	3067.02	3003	0	6
2025.04.09	21:00:00	3067.08	3090.81	3064.20	3086.30	3469	0	6
2025.04.09	21:15:00	3086.40	3095.64	3085.46	3091.76	3409	0	6
2025.04.09	21:30:00	3091.65	3098.87	3087.44	3098.30	2983	0	6
2025.04.09	21:45:00	3098.35	3099.58	3084.44	3093.36	3424	0	6
2025.04.09	22:00:00	3093.36	3095.49	3090.14	3091.85	1358	0	7
2025.04.09	22:15:00	3091.85	3092.03	3086.17	3090.30	1194	0	7
2025.04.09	22:30:00	3090.31	3091.42	3080.16	3082.59	1054	0	7
2025.04.09	22:45:00	3082.63	3082.65	3078.16	3080.04	615	0	9
2025.04.10	00:00:00	3079.85	3079.94	3071.24	3075.64	696	0	8
2025.04.10	00:15:00	3075.83	3082.67	3073.68	3078.60	1188	0	6
2025.04.10	00:30:00	3078.60	3089.97	3078.60	3083.76	1177	0	8
2025.04.10	00:45:00	3083.77	3086.27	3079.86	3079.89	1065	0	18
2025.04.10	01:00:00	3079.96	3083.97	3079.56	3082.82	976	0	8
2025.04.10	01:15:00	3082.82	3086.05	3079.40	3085.67	1273	0	7
2025.04.10	01:30:00	3085.71	3088.45	3083.46	3085.05	1468	0	7
2025.04.10	01:45:00	3084.96	3088.97	3082.11	3086.67	1669	0	7
2025.04.10	02:00:00	3086.66	3088.72	3081.11	3086.87	2989	0	7
2025.04.10	02:15:00	3086.91	3096.47	3085.82	3096.04	2638	0	7
2025.04.10	02:30:00	3095.84	3101.46	3093.91	3096.94	3412	0	6
2025.04.10	02:45:00	3096.95	3098.07	3092.86	3097.09	2594	0	7
2025.04.10	03:00:00	3097.02	3100.50	3084.82	3086.18	4254	0	7
2025.04.10	03:15:00	3086.19	3089.76	3082.42	3087.40	3178	0	8
2025.04.10	03:30:00	3087.40	3089.24	3078.28	3088.03	3130	0	7
2025.04.10	03:45:00	3088.07	3095.31	3085.10	3093.80	2797	0	7
2025.04.10	04:00:00	3093.80	3113.92	3093.58	3105.11	3551	0	6
2025.04.10	04:15:00	3105.10	3116.94	3105.00	3111.34	2977	0	7
2025.04.10	04:30:00	3111.35	3119.28	3110.58	3114.07	2934	0	6
2025.04.10	04:45:00	3114.03	3120.18	3111.32	3119.34	2806	0	6
2025.04.10	05:00:00	3119.61	3126.05	3115.17	3125.58	2892	0	6
2025.04.10	05:15:00	3125.58	3131.85	3121.14	3123.77	2960	0	7
2025.04.10	05:30:00	3123.76	3130.27	3120.32	3121.60	1749	0	8
2025.04.10	05:45:00	3121.67	3126.68	3121.36	3125.29	1249	0	7
2025.04.10	06:00:00	3125.30	3128.27	3124.74	3125.98	1551	0	8
2025.04.10	06:15:00	3125.97	3129.21	3124.16	3126.76	1499	0	7
2025.04.10	06:30:00	3126.71	3126.71	3121.06	3122.44	1298	0	7
2025.04.10	06:45:00	3122.40	3127.66	3122.18	3125.07	1302	0	7
2025.04.10	07:00:00	3125.07	3132.51	3124.53	3129.40	1966	0	7
2025.04.10	07:15:00	3129.41	3130.31	3124.85	3125.16	1496	0	7
2025.04.10	07:30:00	3125.15	3125.61	3113.71	3115.24	2030	0	8
2025.04.10	07:45:00	3115.24	3123.61	3112.52	3122.48	2282	0	7
2025.04.10	08:00:00	3122.47	3126.47	3120.11	3125.47	2928	0	7
2025.04.10	08:15:00	3125.37	3125.42	3120.11	3121.60	2352	0	6
2025.04.10	08:30:00	3121.66	3123.26	3118.80	3120.97	2558	0	7
2025.04.10	08:45:00	3120.95	3122.91	3119.33	3122.09	2331	0	7
2025.04.10	09:00:00	3122.09	3122.60	3116.80	3118.77	2756	0	6
2025.04.10	09:15:00	3118.76	3123.34	3116.74	3116.92	2949	0	6
2025.04.10	09:30:00	3116.88	3116.97	3106.52	3111.85	3416	0	6
2025.04.10	09:45:00	3111.85	3115.91	3108.51	3108.79	2804	0	6
2025.04.10	10:00:00	3108.75	3115.65	3108.75	3110.96	3113	0	6
2025.04.10	10:15:00	3111.01	3115.54	3110.23	3114.30	2060	0	6
2025.04.10	10:30:00	3114.24	3114.24	3104.72	3112.09	2642	0	6
2025.04.10	10:45:00	3112.01	3113.48	3104.51	3104.91	2352	0	6
2025.04.10	11:00:00	3104.91	3107.72	3103.32	3107.07	2704	0	6
2025.04.10	11:15:00	3107.08	3111.21	3106.63	3109.74	2167	0	7
2025.04.10	11:30:00	3109.80	3113.33	3105.15	3111.41	2018	0	7
2025.04.10	11:45:00	3111.32	3117.82	3109.22	3116.59	2168	0	6
2025.04.10	12:00:00	3116.63	3118.53	3114.30	3118.39	1930	0	7
2025.04.10	12:15:00	3118.39	3122.67	3115.90	3119.25	2068	0	7
2025.04.10	12:30:00	3119.30	3121.46	3115.57	3116.41	2272	0	6
2025.04.10	12:45:00	3116.40	3120.91	3115.22	3119.70	2080	0	6
2025.04.10	13:00:00	3120.20	3120.69	3113.14	3115.86	2714	0	6
2025.04.10	13:15:00	3115.91	3122.41	3114.60	3122.26	2173	0	7
2025.04.10	13:30:00	3122.31	3124.82	3120.70	3121.99	2626	0	6
2025.04.10	13:45:00	3122.02	3125.67	3118.82	3124.55	1934	0	7
2025.04.10	14:00:00	3124.58	3129.00	3122.47	3125.76	2747	0	6
2025.04.10	14:15:00	3125.82	3128.63	3123.01	3126.04	2976	0	6
2025.04.10	14:30:00	3126.04	3133.52	3116.25	3124.78	4892	0	6
2025.04.10	14:45:00	3124.62	3131.01	3120.79	3122.99	3785	0	6
2025.04.10	15:00:00	3122.92	3127.36	3121.07	3125.70	3489	0	6
2025.04.10	15:15:00	3125.88	3136.71	3125.88	3132.72	3282	0	6
2025.04.10	15:30:00	3132.73	3132.90	3119.36	3121.95	4874	0	7
2025.04.10	15:45:00	3121.59	3127.51	3116.03	3116.96	4242	0	7
2025.04.10	16:00:00	3116.88	3144.90	3116.70	3142.68	5243	0	6
2025.04.10	16:15:00	3142.70	3149.19	3141.14	3144.63	3389	0	7
2025.04.10	16:30:00	3144.56	3152.65	3144.15	3151.12	3912	0	6
2025.04.10	16:45:00	3151.10	3154.74	3144.71	3154.63	3416	0	7
2025.04.10	17:00:00	3154.53	3159.64	3154.49	3159.29	3554	0	6
2025.04.10	17:15:00	3159.25	3170.69	3158.58	3170.64	3083	0	6
2025.04.10	17:30:00	3170.64	3174.88	3162.41	3168.12	3704	0	6
2025.04.10	17:45:00	3167.93	3169.05	3154.83	3157.94	3807	0	6
2025.04.10	18:00:00	3157.94	3161.27	3153.91	3159.76	3832	0	9
2025.04.10	18:15:00	3159.79	3165.10	3155.88	3162.48	3812	0	8
2025.04.10	18:30:00	3162.53	3167.03	3159.96	3164.66	3136	0	8
2025.04.10	18:45:00	3164.65	3166.32	3158.32	3158.46	2804	0	7
2025.04.10	19:00:00	3158.41	3158.76	3151.43	3157.62	3021	0	7
2025.04.10	19:15:00	3157.60	3163.50	3156.72	3159.67	3040	0	9
2025.04.10	19:30:00	3160.50	3165.47	3158.22	3163.51	2552	0	10
2025.04.10	19:45:00	3163.50	3164.52	3159.69	3162.67	2250	0	7
2025.04.10	20:00:00	3162.67	3163.91	3157.89	3158.18	2206	0	8
2025.04.10	20:15:00	3158.14	3166.67	3158.14	3164.73	2511	0	8
2025.04.10	20:30:00	3164.73	3173.97	3164.06	3173.87	2811	0	8
2025.04.10	20:45:00	3173.61	3175.54	3170.98	3173.30	2773	0	7
2025.04.10	21:00:00	3173.28	3175.68	3167.91	3170.17	2126	0	8
2025.04.10	21:15:00	3170.22	3173.92	3168.36	3171.27	1778	0	9
2025.04.10	21:30:00	3171.27	3175.79	3169.88	3174.16	1940	0	7
2025.04.10	21:45:00	3174.16	3176.24	3170.30	3170.77	2330	0	6
2025.04.10	22:00:00	3170.78	3176.27	3170.34	3174.32	975	0	9
2025.04.10	22:15:00	3174.28	3174.42	3169.95	3170.15	640	0	8
2025.04.10	22:30:00	3169.97	3172.49	3168.41	3172.49	822	0	8
2025.04.10	22:45:00	3172.51	3174.72	3171.23	3174.64	447	0	10
2025.04.11	00:00:00	3179.32	3179.85	3176.89	3179.56	419	0	6
2025.04.11	00:15:00	3179.56	3180.77	3177.50	3179.49	698	0	7
2025.04.11	00:30:00	3179.48	3188.83	3177.94	3186.84	1624	0	7
2025.04.11	00:45:00	3186.80	3190.16	3183.26	3188.93	1762	0	7
2025.04.11	01:00:00	3189.02	3190.61	3183.36	3183.46	1366	0	7
2025.04.11	01:15:00	3183.45	3188.22	3182.88	3188.08	961	0	6
2025.04.11	01:30:00	3188.18	3189.42	3185.37	3189.19	1081	0	7
2025.04.11	01:45:00	3189.27	3191.32	3187.06	3189.00	1502	0	7
2025.04.11	02:00:00	3188.85	3190.43	3184.88	3189.84	2397	0	7
2025.04.11	02:15:00	3189.86	3200.06	3188.50	3194.62	2622	0	7
2025.04.11	02:30:00	3194.67	3217.79	3194.66	3212.35	4931	0	6
2025.04.11	02:45:00	3212.50	3215.88	3203.14	3205.43	3867	0	6
2025.04.11	03:00:00	3205.36	3219.42	3204.85	3210.23	5078	0	6
2025.04.11	03:15:00	3210.34	3212.60	3201.12	3210.79	4276	0	6
2025.04.11	03:30:00	3210.76	3216.20	3207.80	3214.72	4320	0	7
2025.04.11	03:45:00	3214.55	3216.11	3205.44	3207.08	4008	0	6
2025.04.11	04:00:00	3207.09	3217.41	3205.95	3216.26	2955	0	8
2025.04.11	04:15:00	3216.36	3219.47	3213.75	3216.06	2817	0	7
2025.04.11	04:30:00	3216.01	3219.65	3214.52	3216.89	2821	0	7
2025.04.11	04:45:00	3216.92	3219.49	3214.58	3217.25	2741	0	7
2025.04.11	05:00:00	3217.25	3219.58	3213.85	3216.20	2328	0	7
2025.04.11	05:15:00	3216.27	3219.80	3214.69	3219.05	2564	0	7
2025.04.11	05:30:00	3219.05	3220.09	3214.83	3215.94	2298	0	7
2025.04.11	05:45:00	3215.94	3218.71	3214.60	3217.64	1972	0	7
2025.04.11	06:00:00	3217.64	3218.03	3214.59	3216.08	1898	0	7
2025.04.11	06:15:00	3216.08	3216.95	3210.92	3216.02	1864	0	9
2025.04.11	06:30:00	3215.99	3217.08	3212.34	3213.82	1540	0	8
2025.04.11	06:45:00	3213.82	3213.82	3208.28	3208.37	1626	0	8
2025.04.11	07:00:00	3208.39	3209.51	3203.98	3208.53	2297	0	7
2025.04.11	07:15:00	3208.54	3218.50	3207.91	3216.75	2776	0	7
2025.04.11	07:30:00	3216.87	3219.05	3188.73	3189.13	4369	0	6
2025.04.11	07:45:00	3189.21	3196.41	3187.05	3195.92	3943	0	6
2025.04.11	08:00:00	3195.91	3202.05	3190.02	3194.85	4224	0	7
2025.04.11	08:15:00	3194.93	3203.60	3192.50	3202.58	3499	0	6
2025.04.11	08:30:00	3202.58	3209.43	3199.64	3206.20	3171	0	7
2025.04.11	08:45:00	3206.16	3207.25	3194.60	3197.02	3822	0	8
2025.04.11	09:00:00	3197.09	3212.88	3193.85	3211.49	3395	0	6
2025.04.11	09:15:00	3211.52	3212.74	3202.60	3205.57	2371	0	7
2025.04.11	09:30:00	3205.57	3212.18	3204.99	3208.73	2227	0	6
2025.04.11	09:45:00	3208.72	3212.54	3204.48	3212.30	2283	0	7
2025.04.11	10:00:00	3212.25	3219.60	3208.44	3218.04	4474	0	6
2025.04.11	10:15:00	3218.04	3227.39	3215.72	3219.10	3673	0	6
2025.04.11	10:30:00	3219.12	3219.90	3213.24	3217.78	2983	0	6
2025.04.11	10:45:00	3217.81	3224.53	3215.55	3215.82	3179	0	6
2025.04.11	11:00:00	3215.98	3219.58	3214.54	3218.75	2636	0	6
2025.04.11	11:15:00	3218.75	3219.83	3213.48	3215.00	2870	0	6
2025.04.11	11:30:00	3215.14	3223.71	3211.66	3222.24	2630	0	7
2025.04.11	11:45:00	3222.17	3230.26	3221.77	3227.69	2627	0	6
2025.04.11	12:00:00	3227.75	3237.73	3225.40	3234.64	3097	0	6
2025.04.11	12:15:00	3234.64	3234.97	3225.19	3228.04	2461	0	7
2025.04.11	12:30:00	3228.04	3228.04	3214.85	3215.80	2225	0	6
2025.04.11	12:45:00	3215.78	3217.29	3210.17	3212.49	3022	0	6
2025.04.11	13:00:00	3212.57	3224.67	3211.95	3221.07	2396	0	6
2025.04.11	13:15:00	3221.08	3223.78	3216.89	3220.55	2239	0	8
2025.04.11	13:30:00	3220.58	3220.61	3212.95	3213.62	2107	0	7
2025.04.11	13:45:00	3213.82	3217.76	3211.39	3213.64	2290	0	7
2025.04.11	14:00:00	3213.64	3220.47	3210.94	3218.83	3117	0	6
2025.04.11	14:15:00	3218.68	3226.11	3215.26	3224.80	3710	0	7
2025.04.11	14:30:00	3224.79	3230.04	3224.49	3226.40	3840	0	6
2025.04.11	14:45:00	3226.39	3233.98	3223.15	3233.49	3346	0	6
2025.04.11	15:00:00	3233.51	3236.76	3229.10	3233.39	4169	0	6
2025.04.11	15:15:00	3233.40	3236.23	3227.55	3230.37	3495	0	6
2025.04.11	15:30:00	3230.43	3244.18	3230.43	3240.36	5393	0	6
2025.04.11	15:45:00	3240.36	3240.56	3219.51	3223.60	5080	0	7
2025.04.11	16:00:00	3223.54	3234.80	3222.57	3232.74	5103	0	6
2025.04.11	16:15:00	3232.70	3237.84	3225.16	3228.00	4349	0	7
2025.04.11	16:30:00	3227.99	3232.84	3222.93	3230.44	4464	0	6
2025.04.11	16:45:00	3230.46	3232.82	3227.02	3230.26	3520	0	6
2025.04.11	17:00:00	3230.13	3239.14	3229.44	3236.70	4192	0	6
2025.04.11	17:15:00	3236.68	3240.33	3234.74	3239.10	2945	0	7
2025.04.11	17:30:00	3239.19	3239.49	3235.28	3236.80	2659	0	6
2025.04.11	17:45:00	3236.72	3241.98	3236.62	3240.59	2214	0	7
2025.04.11	18:00:00	3240.59	3245.42	3239.16	3243.33	2288	0	6
2025.04.11	18:15:00	3243.40	3244.31	3233.15	3234.36	2924	0	7
2025.04.11	18:30:00	3234.38	3236.56	3228.93	3231.19	2380	0	7
2025.04.11	18:45:00	3231.24	3233.56	3219.68	3223.16	3611	0	7
2025.04.11	19:00:00	3223.16	3231.53	3223.16	3225.45	3260	0	6
2025.04.11	19:15:00	3225.49	3228.98	3223.72	3227.40	3157	0	7
2025.04.11	19:30:00	3227.43	3235.40	3227.00	3231.81	3075	0	7
2025.04.11	19:45:00	3231.78	3234.30	3231.28	3233.80	2564	0	7
2025.04.11	20:00:00	3234.00	3237.05	3232.51	3233.23	2341	0	7
2025.04.11	20:15:00	3233.26	3236.50	3231.02	3236.24	1600	0	8
2025.04.11	20:30:00	3236.24	3238.16	3234.92	3235.66	1272	0	7
2025.04.11	20:45:00	3235.66	3236.64	3233.42	3235.68	1289	0	10
2025.04.11	21:00:00	3235.67	3235.67	3229.84	3230.43	2622	0	7
2025.04.11	21:15:00	3230.48	3231.71	3227.35	3231.25	2505	0	7
2025.04.11	21:30:00	3231.31	3231.31	3227.70	3229.95	2465	0	7
2025.04.11	21:45:00	3229.95	3231.94	3228.36	3230.84	1508	0	7
2025.04.11	22:00:00	3230.77	3236.96	3230.75	3235.72	866	0	8
2025.04.11	22:15:00	3235.72	3236.05	3233.15	3234.54	557	0	12
2025.04.11	22:30:00	3234.49	3237.32	3234.08	3235.69	594	0	8
2025.04.11	22:45:00	3235.67	3238.11	3233.95	3238.03	468	0	12
2025.04.14	00:00:00	3222.14	3224.27	3215.17	3220.01	1062	0	6
2025.04.14	00:15:00	3219.93	3223.03	3213.06	3218.82	1632	0	7
2025.04.14	00:30:00	3218.84	3223.18	3217.10	3220.24	1365	0	6
2025.04.14	00:45:00	3220.24	3223.71	3220.08	3221.05	986	0	6
2025.04.14	01:00:00	3221.09	3222.40	3216.69	3219.43	1354	0	6
2025.04.14	01:15:00	3219.46	3221.92	3217.11	3218.45	1013	0	6
2025.04.14	01:30:00	3218.31	3221.06	3217.87	3219.45	901	0	7
2025.04.14	01:45:00	3219.43	3224.40	3218.36	3223.81	1499	0	6
2025.04.14	02:00:00	3223.81	3224.88	3220.75	3222.75	1722	0	6
2025.04.14	02:15:00	3222.77	3227.22	3221.82	3223.96	1773	0	6
2025.04.14	02:30:00	3223.94	3226.60	3220.26	3220.68	1514	0	6
2025.04.14	02:45:00	3220.68	3223.07	3219.18	3220.93	1744	0	6
2025.04.14	03:00:00	3220.89	3223.21	3215.45	3220.81	3650	0	6
2025.04.14	03:15:00	3220.81	3232.31	3217.71	3228.68	3366	0	6
2025.04.14	03:30:00	3228.68	3241.37	3226.39	3240.53	3215	0	6
2025.04.14	03:45:00	3240.45	3243.46	3236.94	3239.76	3072	0	6
2025.04.14	04:00:00	3239.76	3245.60	3238.91	3243.53	2347	0	6
2025.04.14	04:15:00	3243.53	3243.70	3232.98	3234.45	2199	0	6
2025.04.14	04:30:00	3234.54	3237.26	3229.43	3234.17	2604	0	6
2025.04.14	04:45:00	3234.07	3237.44	3230.14	3231.78	1598	0	6
2025.04.14	05:00:00	3231.79	3233.88	3226.81	3231.30	2019	0	6
2025.04.14	05:15:00	3231.14	3233.62	3228.98	3232.71	1507	0	10
2025.04.14	05:30:00	3232.74	3234.53	3231.03	3232.92	1147	0	7
2025.04.14	05:45:00	3232.89	3233.22	3231.37	3232.30	816	0	6
2025.04.14	06:00:00	3232.31	3235.61	3231.94	3234.34	1188	0	6
2025.04.14	06:15:00	3234.34	3235.05	3229.03	3232.39	1279	0	6
2025.04.14	06:30:00	3232.46	3232.46	3229.09	3230.05	755	0	6
2025.04.14	06:45:00	3230.05	3230.05	3225.99	3227.20	1043	0	6
2025.04.14	07:00:00	3227.19	3227.65	3223.85	3226.71	1527	0	6
2025.04.14	07:15:00	3226.65	3227.28	3221.33	3224.97	1489	0	6
2025.04.14	07:30:00	3224.99	3231.59	3223.14	3227.74	2195	0	6
2025.04.14	07:45:00	3227.73	3235.98	3227.65	3234.36	1802	0	6
2025.04.14	08:00:00	3234.28	3235.64	3229.65	3230.57	2033	0	6
2025.04.14	08:15:00	3230.53	3238.08	3229.24	3235.80	1897	0	6
2025.04.14	08:30:00	3235.76	3236.02	3230.15	3231.25	2436	0	6
2025.04.14	08:45:00	3231.26	3231.99	3228.89	3230.98	1837	0	6
2025.04.14	09:00:00	3230.99	3233.46	3228.81	3229.46	1950	0	6
2025.04.14	09:15:00	3229.46	3232.40	3228.67	3231.30	1274	0	3
2025.04.14	09:30:00	3231.29	3233.74	3228.14	3228.25	1854	0	3
2025.04.14	09:45:00	3228.25	3230.46	3224.74	3227.97	1858	0	3
2025.04.14	10:00:00	3227.93	3229.17	3217.52	3219.20	3281	0	3
2025.04.14	10:15:00	3219.20	3224.65	3216.45	3224.60	2257	0	3
2025.04.14	10:30:00	3224.60	3226.34	3221.56	3222.17	1963	0	3
2025.04.14	10:45:00	3222.14	3229.93	3221.35	3227.01	2207	0	3
2025.04.14	11:00:00	3226.97	3230.74	3225.25	3229.96	1949	0	3
2025.04.14	11:15:00	3229.96	3231.83	3223.48	3224.40	2081	0	3
2025.04.14	11:30:00	3224.38	3224.38	3220.86	3222.99	1876	0	3
2025.04.14	11:45:00	3222.92	3226.37	3221.74	3223.94	1594	0	3
2025.04.14	12:00:00	3223.93	3224.70	3220.05	3220.42	1841	0	3
2025.04.14	12:15:00	3220.41	3220.65	3206.51	3209.28	2902	0	3
2025.04.14	12:30:00	3209.37	3213.63	3206.38	3208.15	3174	0	3
2025.04.14	12:45:00	3208.38	3216.01	3207.42	3215.36	2088	0	3
2025.04.14	13:00:00	3215.30	3223.08	3213.95	3222.92	2297	0	3
2025.04.14	13:15:00	3223.07	3225.22	3220.98	3223.12	2397	0	3
2025.04.14	13:30:00	3223.12	3225.74	3222.37	3224.93	1713	0	3
2025.04.14	13:45:00	3224.96	3225.74	3221.66	3223.35	1532	0	3
2025.04.14	14:00:00	3223.34	3227.61	3222.56	3226.32	2422	0	3
2025.04.14	14:15:00	3226.31	3226.34	3210.97	3211.92	3442	0	3
2025.04.14	14:30:00	3211.92	3214.19	3200.67	3206.77	3769	0	3
2025.04.14	14:45:00	3206.77	3211.96	3203.52	3206.66	2867	0	3
2025.04.14	15:00:00	3206.60	3210.74	3195.16	3196.42	4292	0	3
2025.04.14	15:15:00	3196.50	3205.45	3193.44	3204.79	4115	0	3
2025.04.14	15:30:00	3204.78	3207.95	3194.65	3207.66	4847	0	3
2025.04.14	15:45:00	3207.49	3209.76	3201.74	3204.78	4112	0	3
2025.04.14	16:00:00	3204.52	3205.58	3195.28	3202.56	3829	0	3
2025.04.14	16:15:00	3202.62	3205.41	3200.03	3204.37	3308	0	3
2025.04.14	16:30:00	3204.35	3209.65	3204.35	3208.59	2339	0	3
2025.04.14	16:45:00	3208.62	3215.55	3207.86	3211.10	3122	0	3
2025.04.14	17:00:00	3211.07	3211.19	3206.79	3209.49	2901	0	3
2025.04.14	17:15:00	3209.49	3209.92	3205.48	3205.77	2709	0	3
2025.04.14	17:30:00	3205.77	3207.46	3197.26	3198.05	3429	0	3
2025.04.14	17:45:00	3198.10	3201.40	3196.21	3198.12	2934	0	3
2025.04.14	18:00:00	3198.02	3203.25	3197.73	3202.49	2958	0	3
2025.04.14	18:15:00	3202.51	3206.32	3202.06	3204.93	2304	0	3
2025.04.14	18:30:00	3204.95	3207.42	3204.48	3206.46	1659	0	3
2025.04.14	18:45:00	3206.49	3208.21	3204.93	3207.62	1885	0	3
2025.04.14	19:00:00	3207.64	3211.46	3207.08	3210.46	2654	0	3
2025.04.14	19:15:00	3210.65	3211.09	3208.12	3210.41	2050	0	3
2025.04.14	19:30:00	3210.29	3216.40	3210.02	3216.02	2143	0	3
2025.04.14	19:45:00	3215.81	3215.89	3212.18	3213.99	1866	0	3
2025.04.14	20:00:00	3214.00	3214.86	3212.33	3213.30	1500	0	3
2025.04.14	20:15:00	3213.27	3214.38	3209.18	3210.18	2030	0	3
2025.04.14	20:30:00	3210.16	3211.12	3201.27	3204.36	2295	0	3
2025.04.14	20:45:00	3204.39	3209.00	3202.15	3208.27	1521	0	3
2025.04.14	21:00:00	3208.27	3210.13	3207.68	3209.85	1438	0	3
2025.04.14	21:15:00	3209.90	3212.31	3209.52	3211.23	1240	0	3
2025.04.14	21:30:00	3211.25	3211.87	3208.65	3209.66	1380	0	3
2025.04.14	21:45:00	3209.80	3212.96	3209.80	3212.64	1672	0	3
2025.04.14	22:00:00	3212.63	3213.67	3210.26	3212.12	787	0	5
2025.04.14	22:15:00	3212.11	3212.13	3209.37	3211.83	599	0	3
2025.04.14	22:30:00	3211.89	3212.06	3207.34	3211.37	474	0	4
2025.04.14	22:45:00	3211.39	3211.57	3210.04	3210.98	238	0	4
2025.04.15	00:00:00	3212.35	3212.72	3210.60	3212.42	259	0	3
2025.04.15	00:15:00	3212.42	3212.90	3211.95	3212.77	265	0	8
2025.04.15	00:30:00	3212.67	3215.17	3212.20	3214.42	359	0	6
2025.04.15	00:45:00	3214.42	3214.52	3212.02	3212.10	302	0	11
